# Created by: riboviz
# Date: 2023-04-05 11:48:55
# File: /exports/csce/eddie/biology/groups/wallace_rna/riboviz-david/riboviz/riboviz/rscripts/generate_stats_figs.R
# Version: commit bb25145b6ec95e37fe5129429ddf94067d6b99f6 date 2023-03-09 14:39:35 GMT
ORF	readcount	rpb	tpm
augustus_masked-SAKL0A-processed-gene-0.10	1	0.000744601638123604	755.278837513425
augustus_masked-SAKL0A-processed-gene-0.11	1	0.000586166471277843	594.57179295459
augustus_masked-SAKL0A-processed-gene-0.12	0	0	0
augustus_masked-SAKL0A-processed-gene-0.14	0	0	0
augustus_masked-SAKL0A-processed-gene-0.15	0	0	0
augustus_masked-SAKL0A-processed-gene-0.16	0	0	0
augustus_masked-SAKL0A-processed-gene-0.17	0	0	0
augustus_masked-SAKL0A-processed-gene-0.18	0	0	0
augustus_masked-SAKL0A-processed-gene-0.19	0	0	0
augustus_masked-SAKL0A-processed-gene-0.20	0	0	0
augustus_masked-SAKL0A-processed-gene-0.21	1	0.00025706940874036	260.755650072116
augustus_masked-SAKL0A-processed-gene-0.22	1	0.000720461095100865	730.792131686261
augustus_masked-SAKL0A-processed-gene-0.25	0	0	0
augustus_masked-SAKL0A-processed-gene-0.26	0	0	0
augustus_masked-SAKL0A-processed-gene-0.27	0	0	0
augustus_masked-SAKL0A-processed-gene-0.28	0	0	0
augustus_masked-SAKL0A-processed-gene-0.29	0	0	0
augustus_masked-SAKL0A-processed-gene-0.30	0	0	0
augustus_masked-SAKL0A-processed-gene-0.31	0	0	0
augustus_masked-SAKL0A-processed-gene-0.32	0	0	0
augustus_masked-SAKL0A-processed-gene-0.33	0	0	0
augustus_masked-SAKL0A-processed-gene-0.34	0	0	0
augustus_masked-SAKL0A-processed-gene-0.36	0	0	0
augustus_masked-SAKL0A-processed-gene-0.37	0	0	0
augustus_masked-SAKL0A-processed-gene-0.38	0	0	0
augustus_masked-SAKL0A-processed-gene-0.7	0	0	0
augustus_masked-SAKL0A-processed-gene-0.8	0	0	0
augustus_masked-SAKL0A-processed-gene-1.10	0	0	0
augustus_masked-SAKL0A-processed-gene-1.11	0	0	0
augustus_masked-SAKL0A-processed-gene-1.12	0	0	0
augustus_masked-SAKL0A-processed-gene-1.13	0	0	0
augustus_masked-SAKL0A-processed-gene-1.14	0	0	0
augustus_masked-SAKL0A-processed-gene-1.15	0	0	0
augustus_masked-SAKL0A-processed-gene-1.17	0	0	0
augustus_masked-SAKL0A-processed-gene-1.18	0	0	0
augustus_masked-SAKL0A-processed-gene-1.19	0	0	0
augustus_masked-SAKL0A-processed-gene-1.21	0	0	0
augustus_masked-SAKL0A-processed-gene-1.22	0	0	0
augustus_masked-SAKL0A-processed-gene-1.23	0	0	0
augustus_masked-SAKL0A-processed-gene-1.24	0	0	0
augustus_masked-SAKL0A-processed-gene-1.25	0	0	0
augustus_masked-SAKL0A-processed-gene-1.26	0	0	0
augustus_masked-SAKL0A-processed-gene-1.27	0	0	0
augustus_masked-SAKL0A-processed-gene-1.28	0	0	0
augustus_masked-SAKL0A-processed-gene-1.29	4	0.0005932077710218	601.714061266813
augustus_masked-SAKL0A-processed-gene-1.30	0	0	0
augustus_masked-SAKL0A-processed-gene-1.31	0	0	0
augustus_masked-SAKL0A-processed-gene-1.33	0	0	0
augustus_masked-SAKL0A-processed-gene-1.34	0	0	0
augustus_masked-SAKL0A-processed-gene-1.35	0	0	0
augustus_masked-SAKL0A-processed-gene-1.36	0	0	0
augustus_masked-SAKL0A-processed-gene-1.37	0	0	0
augustus_masked-SAKL0A-processed-gene-1.38	0	0	0
augustus_masked-SAKL0A-processed-gene-1.39	0	0	0
augustus_masked-SAKL0A-processed-gene-1.4	0	0	0
augustus_masked-SAKL0A-processed-gene-1.40	0	0	0
augustus_masked-SAKL0A-processed-gene-1.42	0	0	0
augustus_masked-SAKL0A-processed-gene-1.43	0	0	0
augustus_masked-SAKL0A-processed-gene-1.44	1	0.000632911392405063	641.987011886412
augustus_masked-SAKL0A-processed-gene-1.48	0	0	0
augustus_masked-SAKL0A-processed-gene-1.49	0	0	0
augustus_masked-SAKL0A-processed-gene-1.5	0	0	0
augustus_masked-SAKL0A-processed-gene-1.50	0	0	0
augustus_masked-SAKL0A-processed-gene-1.51	0	0	0
augustus_masked-SAKL0A-processed-gene-1.6	0	0	0
augustus_masked-SAKL0A-processed-gene-1.7	0	0	0
augustus_masked-SAKL0A-processed-gene-1.8	0	0	0
augustus_masked-SAKL0A-processed-gene-1.9	0	0	0
augustus_masked-SAKL0A-processed-gene-2.10	0	0	0
augustus_masked-SAKL0A-processed-gene-2.11	0	0	0
augustus_masked-SAKL0A-processed-gene-2.12	0	0	0
augustus_masked-SAKL0A-processed-gene-2.13	0	0	0
augustus_masked-SAKL0A-processed-gene-2.14	0	0	0
augustus_masked-SAKL0A-processed-gene-2.15	0	0	0
augustus_masked-SAKL0A-processed-gene-2.16	0	0	0
augustus_masked-SAKL0A-processed-gene-2.17	0	0	0
augustus_masked-SAKL0A-processed-gene-2.18	0	0	0
augustus_masked-SAKL0A-processed-gene-2.19	0	0	0
augustus_masked-SAKL0A-processed-gene-2.20	0	0	0
augustus_masked-SAKL0A-processed-gene-2.21	0	0	0
augustus_masked-SAKL0A-processed-gene-2.22	0	0	0
augustus_masked-SAKL0A-processed-gene-2.23	0	0	0
augustus_masked-SAKL0A-processed-gene-2.25	0	0	0
augustus_masked-SAKL0A-processed-gene-2.26	0	0	0
augustus_masked-SAKL0A-processed-gene-2.27	0	0	0
augustus_masked-SAKL0A-processed-gene-2.28	0	0	0
augustus_masked-SAKL0A-processed-gene-2.29	0	0	0
augustus_masked-SAKL0A-processed-gene-2.31	0	0	0
augustus_masked-SAKL0A-processed-gene-2.32	0	0	0
augustus_masked-SAKL0A-processed-gene-2.33	0	0	0
augustus_masked-SAKL0A-processed-gene-2.34	0	0	0
augustus_masked-SAKL0A-processed-gene-2.35	0	0	0
augustus_masked-SAKL0A-processed-gene-2.36	0	0	0
augustus_masked-SAKL0A-processed-gene-2.37	0	0	0
augustus_masked-SAKL0A-processed-gene-2.39	0	0	0
augustus_masked-SAKL0A-processed-gene-2.41	0	0	0
augustus_masked-SAKL0A-processed-gene-2.43	0	0	0
augustus_masked-SAKL0A-processed-gene-2.45	0	0	0
augustus_masked-SAKL0A-processed-gene-2.46	0	0	0
augustus_masked-SAKL0A-processed-gene-2.47	0	0	0
augustus_masked-SAKL0A-processed-gene-2.48	0	0	0
augustus_masked-SAKL0A-processed-gene-2.49	0	0	0
augustus_masked-SAKL0A-processed-gene-2.8	0	0	0
augustus_masked-SAKL0A-processed-gene-3.1	0	0	0
augustus_masked-SAKL0A-processed-gene-3.10	1	0.00107991360691145	1095.39900516256
augustus_masked-SAKL0A-processed-gene-3.11	4	0.000699300699300699	709.328306839532
augustus_masked-SAKL0A-processed-gene-3.12	0	0	0
augustus_masked-SAKL0A-processed-gene-3.13	0	0	0
augustus_masked-SAKL0A-processed-gene-3.14	0	0	0
augustus_masked-SAKL0A-processed-gene-3.15	0	0	0
augustus_masked-SAKL0A-processed-gene-3.16	0	0	0
augustus_masked-SAKL0A-processed-gene-3.19	0	0	0
augustus_masked-SAKL0A-processed-gene-3.2	1	0.000212359311955829	215.404433803468
augustus_masked-SAKL0A-processed-gene-3.20	0	0	0
augustus_masked-SAKL0A-processed-gene-3.21	0	0	0
augustus_masked-SAKL0A-processed-gene-3.22	0	0	0
augustus_masked-SAKL0A-processed-gene-3.23	0	0	0
augustus_masked-SAKL0A-processed-gene-3.24	0	0	0
augustus_masked-SAKL0A-processed-gene-3.25	0	0	0
augustus_masked-SAKL0A-processed-gene-3.26	0	0	0
augustus_masked-SAKL0A-processed-gene-3.27	0	0	0
augustus_masked-SAKL0A-processed-gene-3.29	0	0	0
augustus_masked-SAKL0A-processed-gene-3.3	0	0	0
augustus_masked-SAKL0A-processed-gene-3.30	0	0	0
augustus_masked-SAKL0A-processed-gene-3.31	0	0	0
augustus_masked-SAKL0A-processed-gene-3.32	0	0	0
augustus_masked-SAKL0A-processed-gene-3.33	0	0	0
augustus_masked-SAKL0A-processed-gene-3.34	0	0	0
augustus_masked-SAKL0A-processed-gene-3.35	0	0	0
augustus_masked-SAKL0A-processed-gene-3.36	0	0	0
augustus_masked-SAKL0A-processed-gene-3.38	0	0	0
augustus_masked-SAKL0A-processed-gene-3.39	0	0	0
augustus_masked-SAKL0A-processed-gene-3.4	3	0.00138376383763838	1403.60628982546
augustus_masked-SAKL0A-processed-gene-3.40	0	0	0
augustus_masked-SAKL0A-processed-gene-3.41	0	0	0
augustus_masked-SAKL0A-processed-gene-3.42	0	0	0
augustus_masked-SAKL0A-processed-gene-3.5	0	0	0
augustus_masked-SAKL0A-processed-gene-3.8	0	0	0
augustus_masked-SAKL0A-processed-gene-3.9	0	0	0
augustus_masked-SAKL0A-processed-gene-4.0	0	0	0
augustus_masked-SAKL0A-processed-gene-4.11	0	0	0
augustus_masked-SAKL0A-processed-gene-4.12	0	0	0
augustus_masked-SAKL0A-processed-gene-4.13	0	0	0
augustus_masked-SAKL0A-processed-gene-4.14	1	0.00127877237851662	1297.10930790349
augustus_masked-SAKL0A-processed-gene-4.15	0	0	0
augustus_masked-SAKL0A-processed-gene-4.16	0	0	0
augustus_masked-SAKL0A-processed-gene-4.17	0	0	0
augustus_masked-SAKL0A-processed-gene-4.18	0	0	0
augustus_masked-SAKL0A-processed-gene-4.19	0	0	0
augustus_masked-SAKL0A-processed-gene-4.2	0	0	0
augustus_masked-SAKL0A-processed-gene-4.21	0	0	0
augustus_masked-SAKL0A-processed-gene-4.22	0	0	0
augustus_masked-SAKL0A-processed-gene-4.24	0	0	0
augustus_masked-SAKL0A-processed-gene-4.25	0	0	0
augustus_masked-SAKL0A-processed-gene-4.26	0	0	0
augustus_masked-SAKL0A-processed-gene-4.27	0	0	0
augustus_masked-SAKL0A-processed-gene-4.29	0	0	0
augustus_masked-SAKL0A-processed-gene-4.30	0	0	0
augustus_masked-SAKL0A-processed-gene-4.31	0	0	0
augustus_masked-SAKL0A-processed-gene-4.32	0	0	0
augustus_masked-SAKL0A-processed-gene-4.33	0	0	0
augustus_masked-SAKL0A-processed-gene-4.35	0	0	0
augustus_masked-SAKL0A-processed-gene-4.36	0	0	0
augustus_masked-SAKL0A-processed-gene-4.38	0	0	0
augustus_masked-SAKL0A-processed-gene-4.39	0	0	0
augustus_masked-SAKL0A-processed-gene-4.4	0	0	0
augustus_masked-SAKL0A-processed-gene-4.42	0	0	0
augustus_masked-SAKL0A-processed-gene-4.43	0	0	0
augustus_masked-SAKL0A-processed-gene-4.44	0	0	0
augustus_masked-SAKL0A-processed-gene-4.45	0	0	0
augustus_masked-SAKL0A-processed-gene-4.46	0	0	0
augustus_masked-SAKL0A-processed-gene-4.48	0	0	0
augustus_masked-SAKL0A-processed-gene-4.50	0	0	0
augustus_masked-SAKL0A-processed-gene-4.6	0	0	0
augustus_masked-SAKL0A-processed-gene-4.7	0	0	0
augustus_masked-SAKL0A-processed-gene-4.8	0	0	0
augustus_masked-SAKL0A-processed-gene-5.10	0	0	0
augustus_masked-SAKL0A-processed-gene-5.12	0	0	0
augustus_masked-SAKL0A-processed-gene-5.13	0	0	0
augustus_masked-SAKL0A-processed-gene-5.14	0	0	0
augustus_masked-SAKL0A-processed-gene-5.15	0	0	0
augustus_masked-SAKL0A-processed-gene-5.16	0	0	0
augustus_masked-SAKL0A-processed-gene-5.17	0	0	0
augustus_masked-SAKL0A-processed-gene-5.18	0	0	0
augustus_masked-SAKL0A-processed-gene-5.19	0	0	0
augustus_masked-SAKL0A-processed-gene-5.20	0	0	0
augustus_masked-SAKL0A-processed-gene-5.22	0	0	0
augustus_masked-SAKL0A-processed-gene-5.23	0	0	0
augustus_masked-SAKL0A-processed-gene-5.25	0	0	0
augustus_masked-SAKL0A-processed-gene-5.26	1	0.000531914893617021	539.542275947091
augustus_masked-SAKL0A-processed-gene-5.27	0	0	0
augustus_masked-SAKL0A-processed-gene-5.28	0	0	0
augustus_masked-SAKL0A-processed-gene-5.29	0	0	0
augustus_masked-SAKL0A-processed-gene-5.30	0	0	0
augustus_masked-SAKL0A-processed-gene-5.31	0	0	0
augustus_masked-SAKL0A-processed-gene-5.32	0	0	0
augustus_masked-SAKL0A-processed-gene-5.33	0	0	0
augustus_masked-SAKL0A-processed-gene-5.34	0	0	0
augustus_masked-SAKL0A-processed-gene-5.36	0	0	0
augustus_masked-SAKL0A-processed-gene-5.37	0	0	0
augustus_masked-SAKL0A-processed-gene-5.38	0	0	0
augustus_masked-SAKL0A-processed-gene-5.39	1	0.00201207243460765	2040.92450458859
augustus_masked-SAKL0A-processed-gene-5.40	0	0	0
augustus_masked-SAKL0A-processed-gene-5.41	0	0	0
augustus_masked-SAKL0A-processed-gene-5.42	0	0	0
augustus_masked-SAKL0A-processed-gene-5.43	0	0	0
augustus_masked-SAKL0A-processed-gene-5.44	0	0	0
augustus_masked-SAKL0A-processed-gene-5.45	0	0	0
augustus_masked-SAKL0A-processed-gene-5.47	0	0	0
augustus_masked-SAKL0A-processed-gene-5.6	0	0	0
augustus_masked-SAKL0A-processed-gene-5.7	0	0	0
augustus_masked-SAKL0A-processed-gene-5.9	0	0	0
augustus_masked-SAKL0A-processed-gene-6.105	0	0	0
augustus_masked-SAKL0A-processed-gene-6.106	0	0	0
augustus_masked-SAKL0A-processed-gene-6.107	0	0	0
augustus_masked-SAKL0A-processed-gene-6.108	0	0	0
augustus_masked-SAKL0A-processed-gene-6.109	0	0	0
augustus_masked-SAKL0A-processed-gene-6.111	0	0	0
augustus_masked-SAKL0A-processed-gene-6.112	0	0	0
augustus_masked-SAKL0A-processed-gene-6.113	0	0	0
augustus_masked-SAKL0A-processed-gene-6.114	0	0	0
augustus_masked-SAKL0A-processed-gene-6.115	0	0	0
augustus_masked-SAKL0A-processed-gene-6.116	0	0	0
augustus_masked-SAKL0A-processed-gene-6.117	0	0	0
augustus_masked-SAKL0A-processed-gene-6.118	1	0.000880281690140845	892.904470757509
augustus_masked-SAKL0A-processed-gene-6.119	0	0	0
augustus_masked-SAKL0A-processed-gene-6.120	0	0	0
augustus_masked-SAKL0A-processed-gene-6.121	0	0	0
augustus_masked-SAKL0A-processed-gene-6.122	0	0	0
augustus_masked-SAKL0A-processed-gene-6.123	0	0	0
augustus_masked-SAKL0A-processed-gene-6.124	0	0	0
augustus_masked-SAKL0A-processed-gene-6.126	0	0	0
augustus_masked-SAKL0A-processed-gene-6.127	0	0	0
augustus_masked-SAKL0A-processed-gene-6.128	0	0	0
augustus_masked-SAKL0A-processed-gene-6.129	0	0	0
augustus_masked-SAKL0A-processed-gene-6.130	0	0	0
augustus_masked-SAKL0A-processed-gene-6.131	1	0.00144508670520231	1465.80849534759
augustus_masked-SAKL0A-processed-gene-6.132	1	0.00120481927710843	1222.0957575669
augustus_masked-SAKL0A-processed-gene-6.133	0	0	0
augustus_masked-SAKL0A-processed-gene-6.134	0	0	0
augustus_masked-SAKL0A-processed-gene-6.135	0	0	0
augustus_masked-SAKL0A-processed-gene-6.136	0	0	0
augustus_masked-SAKL0A-processed-gene-6.137	0	0	0
augustus_masked-SAKL0A-processed-gene-6.138	0	0	0
augustus_masked-SAKL0A-processed-gene-6.139	0	0	0
augustus_masked-SAKL0A-processed-gene-6.141	0	0	0
augustus_masked-SAKL0A-processed-gene-6.142	0	0	0
augustus_masked-SAKL0A-processed-gene-6.143	0	0	0
augustus_masked-SAKL0A-processed-gene-6.144	0	0	0
augustus_masked-SAKL0A-processed-gene-6.145	0	0	0
augustus_masked-SAKL0A-processed-gene-6.146	0	0	0
augustus_masked-SAKL0A-processed-gene-6.147	0	0	0
augustus_masked-SAKL0A-processed-gene-6.148	0	0	0
augustus_masked-SAKL0A-processed-gene-6.149	0	0	0
augustus_masked-SAKL0A-processed-gene-6.150	0	0	0
augustus_masked-SAKL0A-processed-gene-6.151	0	0	0
augustus_masked-SAKL0A-processed-gene-6.152	0	0	0
augustus_masked-SAKL0A-processed-gene-6.153	0	0	0
augustus_masked-SAKL0A-processed-gene-6.154	1	0.000744601638123604	755.278837513425
augustus_masked-SAKL0A-processed-gene-7.0	1	0.00159744408945687	1620.35060508072
augustus_masked-SAKL0A-processed-gene-7.1	0	0	0
augustus_masked-SAKL0A-processed-gene-7.10	0	0	0
augustus_masked-SAKL0A-processed-gene-7.14	0	0	0
augustus_masked-SAKL0A-processed-gene-7.15	0	0	0
augustus_masked-SAKL0A-processed-gene-7.16	0	0	0
augustus_masked-SAKL0A-processed-gene-7.17	0	0	0
augustus_masked-SAKL0A-processed-gene-7.19	0	0	0
augustus_masked-SAKL0A-processed-gene-7.2	0	0	0
augustus_masked-SAKL0A-processed-gene-7.20	0	0	0
augustus_masked-SAKL0A-processed-gene-7.22	0	0	0
augustus_masked-SAKL0A-processed-gene-7.23	0	0	0
augustus_masked-SAKL0A-processed-gene-7.24	0	0	0
augustus_masked-SAKL0A-processed-gene-7.25	0	0	0
augustus_masked-SAKL0A-processed-gene-7.27	0	0	0
augustus_masked-SAKL0A-processed-gene-7.28	0	0	0
augustus_masked-SAKL0A-processed-gene-7.3	0	0	0
augustus_masked-SAKL0A-processed-gene-7.30	0	0	0
augustus_masked-SAKL0A-processed-gene-7.31	0	0	0
augustus_masked-SAKL0A-processed-gene-7.33	0	0	0
augustus_masked-SAKL0A-processed-gene-7.35	0	0	0
augustus_masked-SAKL0A-processed-gene-7.36	1	0.00144508670520231	1465.80849534759
augustus_masked-SAKL0A-processed-gene-7.37	0	0	0
augustus_masked-SAKL0A-processed-gene-7.38	0	0	0
augustus_masked-SAKL0A-processed-gene-7.40	0	0	0
augustus_masked-SAKL0A-processed-gene-7.41	0	0	0
augustus_masked-SAKL0A-processed-gene-7.43	0	0	0
augustus_masked-SAKL0A-processed-gene-7.45	1	0.000471698113207547	478.462018292703
augustus_masked-SAKL0A-processed-gene-7.47	0	0	0
augustus_masked-SAKL0A-processed-gene-7.5	0	0	0
